69	1236
133	1194
136	1163
101	1251
130	1212
137	1200
132	1240
137	1239
45	1221
97	1219
42	1212
157	1153
133	1244
96	1204
153	1192
192	1155
45	1244
109	1177
223	1160
96	1237
185	1150
146	1160
7	1264
90	1208
227	1174
3	1269
145	1164
98	1263
12	1265
154	1206
68	1235
30	1265
156	1179
126	1232
70	1226
33	1237
102	1230
92	1261
123	1251
245	1177
207	1159
93	1219
76	1213
74	1269
127	1157
67	1224
136	1229
125	1174
84	1204
116	1181
146	1150
141	1169
97	1172
141	1218
154	1182
94	1205
77	1215
164	1160
101	1193
247	1165
155	1180
160	1183
78	1272
235	1171
145	1218
246	1175
100	1257
159	1144
115	1223
59	1250
228	1155
88	1217
151	1169
122	1229
151	1214
243	1166
158	1163
107	1209
118	1211
141	1233
157	1170
125	1251
100	1212
206	1160
25	1244
109	1235
158	1220
192	1150
99	1199
64	1246
73	1267
142	1168
36	1260
110	1221
45	1255
104	1254
116	1180
3	1276
34	1228
203	1152
112	1204
115	1200
156	1178
165	1156
67	1262
26	1275
107	1229
17	1258
53	1253
62	1264
98	1230
33	1228
32	1270
96	1250
106	1190
141	1172
99	1185
135	1245
31	1229
148	1210
66	1228
31	1244
13	1258
218	1143
114	1178
165	1170
138	1149
70	1245
29	1273
86	1204
97	1176
210	1157
105	1221
81	1236
27	1273
130	1221
105	1226
100	1251
247	1184
152	1196
156	1196
120	1162
87	1227
131	1245
100	1172
208	1131
112	1210
51	1254
115	1208
109	1216
53	1249
246	1162
129	1173
117	1244
168	1159
17	1237
86	1208
127	1198
49	1261
65	1228
117	1175
106	1240
172	1159
76	1265
243	1169
33	1232
184	1150
70	1227
116	1168
135	1192
80	1265
128	1175
241	1169
100	1211
90	1265
134	1184
122	1244
186	1151
127	1170
209	1143
75	1214
95	1262
135	1217
81	1208
159	1215
176	1161
58	1235
156	1188
216	1140
105	1170
119	1166
158	1167
134	1187
134	1216
112	1180
246	1164
37	1259
135	1247
12	1262
76	1216
141	1181
116	1158
57	1258
98	1233
87	1212
77	1226
207	1143
177	1140
54	1203
129	1217
107	1211
55	1257
201	1134
98	1212
125	1191
127	1206
113	1241
101	1200
236	1181
103	1175
211	1139
217	1159
64	1252
123	1199
114	1206
160	1204
202	1146
168	1144
74	1265
234	1172
145	1167
156	1141
101	1180
95	1178
134	1182
77	1260
116	1249
98	1191
69	1246
60	1248
240	1183
99	1234
13	1257
87	1264
186	1144
128	1232
20	1236
109	1165
135	1165
121	1247
152	1194
109	1237
124	1189
63	1265
85	1211
111	1207
6	1264
163	1146
170	1139
129	1220
68	1260
41	1216
119	1177
133	1204
109	1238
121	1169
107	1216
152	1164
162	1149
127	1218
118	1205
133	1179
161	1175
127	1165
116	1174
160	1150
130	1233
132	1227
146	1200
44	1253
79	1233
99	1258
117	1195
149	1165
34	1269
69	1229
218	1152
112	1239
144	1211
51	1246
109	1168
86	1205
123	1222
78	1232
12	1256
130	1179
138	1191
206	1138
104	1238
132	1215
243	1160
120	1245
103	1217
125	1227
125	1206
28	1270
173	1151
112	1191
144	1151
104	1214
102	1250
105	1211
117	1216
152	1208
116	1236
119	1236
68	1222
241	1167
22	1241
99	1170
80	1241
208	1129
221	1143
137	1201
80	1270
239	1172
121	1156
180	1152
112	1161
43	1212
116	1188
102	1236
68	1226
45	1266
131	1238
146	1176
207	1128
175	1155
67	1230
41	1224
149	1145
102	1193
106	1247
20	1237
112	1246
132	1239
125	1173
154	1169
94	1212
105	1195
101	1170
157	1171
240	1163
116	1205
21	1271
243	1174
36	1259
164	1174
161	1159
54	1254
104	1172
174	1157
232	1167
14	1276
120	1220
31	1272
56	1258
157	1206
18	1235
247	1173
147	1173
135	1212
39	1214
100	1192
157	1216
65	1266
169	1167
149	1223
176	1155
126	1251
166	1156
153	1191
143	1166
241	1174
92	1207
96	1193
45	1254
190	1149
155	1170
47	1259
118	1210
188	1145
38	1269
39	1268
252	1183
8	1277
119	1223
54	1233
151	1143
96	1257
61	1242
112	1217
116	1245
16	1264
175	1154
108	1169
152	1221
130	1252
163	1159
119	1213
110	1172
113	1182
206	1148
204	1136
14	1260
210	1137
112	1187
55	1249
124	1229
86	1266
95	1251
40	1265
131	1237
132	1213
175	1163
122	1162
34	1260
154	1151
143	1178
174	1138
131	1177
89	1233
146	1164
96	1199
131	1250
203	1134
170	1170
169	1160
68	1254
2	1272
236	1158
216	1150
74	1226
139	1229
123	1173
115	1172
140	1177
94	1210
131	1192
138	1224
106	1218
157	1154
170	1172
130	1159
199	1135
225	1167
147	1179
134	1198
230	1176
160	1146
154	1143
169	1168
132	1189
84	1250
138	1203
104	1233
109	1224
130	1165
105	1242
238	1158
116	1162
64	1269
136	1221
40	1224
109	1198
146	1220
73	1228
110	1166
96	1222
158	1185
141	1164
175	1137
138	1158
126	1168
118	1174
154	1203
153	1204
55	1206
109	1209
92	1217
147	1226
131	1155
133	1151
89	1208
182	1138
191	1150
61	1266
37	1228
79	1272
166	1165
77	1261
160	1219
157	1177
243	1173
77	1211
117	1197
60	1254
52	1266
126	1193
133	1176
148	1162
55	1263
141	1202
24	1240
212	1154
203	1139
106	1198
56	1267
132	1194
114	1212
138	1200
153	1197
213	1149
105	1175
57	1238
157	1199
145	1185
21	1250
101	1219
112	1168
139	1195
139	1149
91	1220
51	1264
228	1164
200	1144
72	1218
92	1260
91	1239
135	1220
194	1144
139	1196
69	1233
138	1155
151	1220
50	1208
48	1268
225	1161
206	1149
111	1195
13	1270
43	1249
87	1254
186	1153
82	1271
113	1218
125	1196
72	1222
113	1209
47	1268
86	1235
142	1166
227	1171
59	1236
63	1244
231	1154
170	1173
127	1253
117	1156
66	1261
117	1184
137	1182
92	1226
135	1200
143	1213
239	1179
42	1214
45	1267
165	1153
26	1244
247	1171
160	1223
108	1192
149	1177
202	1157
72	1242
25	1238
145	1151
220	1154
107	1162
90	1198
77	1264
22	1232
108	1171
119	1225
111	1202
222	1143
83	1210
88	1233
13	1278
133	1250
145	1160
125	1197
146	1186
